,date,id.x,id2,city_county_state,latitude,longitude,elevation,month,day,year,previous6mon,id.y,prcp,tmax,tmin,tavg
1,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00076020,0,161,22,91.5
2,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00071330,0,156,0,78
3,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00188000,0,161,17,89
4,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00075915,0,156,11,83.5
5,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00188380,0,117,17,67
6,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00187330,0,161,17,89
7,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00181385,0,139,139,139
8,4/14/1927,seaford,seaford,"Seaford, Sussex County, Delaware",38.55939,-75.563675,301,4,14,1927,10/31/1926,USC00182700,0,150,17,83.5
9,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00072625,0,228,122,175
10,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00182860,0,306,111,208.5
11,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00079600,0,#N/A,#N/A,#N/A
12,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00079605,0,283,111,197
13,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00181555,0,294,111,202.5
14,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00185985,0,300,122,211
15,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USW00013701,0,300,122,211
16,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00072730,0,289,111,200
17,5/7/1932,newcastlecounty,newcastlecounty,"N/A, New Castle County, Delaware",39.57833,-75.638978,38493,5,7,1932,11/30/1931,USC00181980,0,283,117,200
18,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00079600,102,#N/A,#N/A,#N/A
19,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00079605,102,228,94,161
20,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00072625,254,250,106,178
21,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00186150,163,#N/A,#N/A,#N/A
22,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00182860,51,244,106,175
23,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00182345,51,250,111,180.5
24,5/10/1933,wilmington,wilmington1,"Wilmington, New Castle County, Delaware",39.730946,-75.666041,301,5,10,1933,11/30/1932,USC00181555,51,261,100,180.5
25,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00076410,112,89,33,61
26,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00182860,99,89,39,64
27,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USW00013781,107,78,33,55.5
28,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00079605,137,72,22,47
29,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00075852,84,89,39,64
30,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00182060,86,94,39,66.5
31,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00185985,79,78,44,61
32,4/19/1965,newark,newark1,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,19,1965,10/31/1964,USC00181980,89,111,44,77.5
33,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00075852,0,178,11,94.5
34,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USW00013781,0,178,44,111
35,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00076410,0,172,39,105.5
36,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00182860,0,183,39,111
37,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00079605,0,172,39,105.5
38,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00185985,0,172,33,102.5
39,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USW00013701,0,183,50,116.5
40,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00182060,0,172,56,114
41,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00072730,0,172,44,108
42,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USC00181980,0,178,50,114
43,4/29/1967,delawarecity,delawarecity,"Delaware City, New Castle County, Delaware",39.555112,-75.650207,301,4,29,1967,10/31/1966,USW00013707,0,178,39,108.5
44,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USC00076410,48,228,106,167
45,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USC00182860,86,233,100,166.5
46,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USW00013781,71,211,122,166.5
47,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USC00079605,74,217,122,169.5
48,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USC00075852,43,239,111,175
49,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USC00182060,61,222,122,172
50,4/18/1969,newark,newark2,"Newark, New Castle County, Delaware",39.683723,-75.749657,5102,4,18,1969,10/31/1968,USW00013701,69,211,133,172
