,date,id.x,id2,city_county_state,latitude,longitude,elevation,month,day,year,previous6mon,id.y,prcp,tmax,tmin,tavg
1,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00028489,28,172,122,147
2,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00028494,196,167,117,142
3,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00021161,0,194,83,138.5
4,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00025467,300,161,89,125
5,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00021511,224,161,94,127.5
6,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00023573,343,200,117,158.5
7,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00026476,150,156,89,122.5
8,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00023621,81,228,72,150
9,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00024977,91,161,106,133.5
10,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00025282,335,233,33,133
11,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00027370,3,206,122,164
12,2/9/1932,tempe,tempe1,Maricopa County_Arizona_Tempe,33.4,-111.9,347.27,2,9,1932,8/31/1931,USC00025700,150,183,117,150
13,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00028489,0,200,-11,94.5
14,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00028494,0,#N/A,322,#N/A
15,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00021161,0,211,28,119.5
16,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00029015,0,194,0,97
17,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00025467,0,200,-6,97
18,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USW00023183,10,206,44,125
19,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00023573,0,211,11,111
20,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00022927,0,200,22,111
21,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USW00093140,8,200,33,116.5
22,1/16/1951,tempe,tempe4,Maricopa County_Arizona_Tempe,33.422281,-111.934475,347.27,1,16,1951,7/31/1950,USC00026476,0,#N/A,#N/A,#N/A
